Tweet ID,Tweet_Text,Information_Source,Information_Type,Informativeness,First_Responder,Disaster_Type,Secondary_Annotation,,,,,,
2.76E+17,@itsMorrisF same here...#PabloPH is near..,Eyewitness,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @RobDavis_Wx: The International Space Station crew took this INCREDIBLE photo of Super Typhoon #Bopha: http://t.co/5w3SE2p9,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ABSCBNNews: RT @dennis_datu: 4,580 pamilya o 21,000 katao inilikas sa Surigao del Norte #PabloPH",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @YourAnonNews: Typhoon Bopha smashes into southern Philippines, 40,000 people cram into shelters to escape storm's onslaught http://t ...",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Pray for the Philippines especially in Visayas and Mindanao. Keep Safe mga KABABAYAN namin. #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @RiaAtayde: My prayers go out to all who are affected by Typhoon Pablo. If you have clothes or any items you wish to donate, please c ...",Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Sa lahat ng mga nasalanta ng bagyo including my personally known friends... mag-ingat kayong lahat. I will pray for all you! #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#PabloPH MT @gwengarcia1ph: Province-wide #walangpasok ALL levels for tomorrow, Dec. 5.",Government,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,the no. 1 tourist spot in Cagayan de Oro 👐🙌👈 #bridge #rotonda #flood #highflood #OMG #pabloph # @ The Bridge http://t.co/upvOomhI,Eyewitness,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,ADVISORY | Mobile phone service interruptions in areas hit by Typhoon \'Pablo\' http://t.co/LDlgqzwh,Media,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Typhoon Bopha thumps southern Philippines, read full report here http://t.co/Xk79J5iL #Bopha",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Keep safe, eveyone! Just pray. God is with you. #PabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @planglobal: Typhoon #Bopha hits southern Philippines (via @CNN) Our Country Director @CarinAtPlan quoted here: http://t.co/JB442mTl...,Media,Caution and advice,Related and informative,Police,Typhoon,Dispatch ,,,,,,
2.76E+17,"RT @BBCBreaking: Typhoon Bopha hits south Philippines - 40,000 people believed to have been evacuated from their homes. Details soon htt ...",Media,Affected individuals,Related and informative,Firefighter/Police,Typhoon,Dispatch/USAR,,,,,,
2.76E+17,"@GEGNewsOnline FUTURECAST [based on PAGASA data]: Tomorrow PM: 140km southwest of Coron, Palawan #PabloPH",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @govph: Latest situation report on the effects of typhoon Pablo (NDRRMC) http://t.co/KggEiC8J,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Hindi ka na po nakakatuwa! Pwede ba tumigil ka na!! -.- #PABLO,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#PabloPH NEW Signal No. 3: Negros Oriental, S. Negros Occidental, Iloilo, Guimaras, Antique, N. Palawan, Calamian Grp of Is.",Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ANCALERTS: Typhoon Pablo has slightly weakened after making landfall, now traversing Bukidnon #PabloPH",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"@DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @Liberty92625: 6 killed, 40,000 evacuated as typhoon Bopha hits southern Philippines — RT http://t.co/9HA3ySjs via @RT_com",Media,Affected individuals,Related and informative,Firefighter/EMS/Police,Typhoon,MMU/Dispatch/USAR,,,,,,
2.76E+17,RT @ABSCBNNews: PAGASA: Typhoon Pablo expected to be out of PH area of responsibility by Friday afternoon #PabloPH |via @ANCALERTS,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Typhoon Bopha Pounds Southern Philippines: A powerful typhoon is pounding the southern Philippines, uprooting tr... http://t.co/Jp45sXws",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @WagTanga: Pray for the Philippines especially in Visayas and Mindanao. Keep safe everyone! #PabloPh,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ANCALERTS: #PabloPH NEW Signal No. 3: Negros Oriental, S. Negros Occidental, Iloilo, Guimaras, Antique, N. Palawan, Calamian Grp of Is.",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,News:  Typhoon Pablo makes landfall in Philippines; Initial reports show minimal damage so far http://t.co/9K2rl9AD,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon #Bopha #paplo killed 6 people in Philipines. http://t.co/3Lvrxum9,Outsiders,Affected individuals,Related and informative,Firefighter/EMS,Typhoon,MMU ,,,,,,
2.76E+17,Crisis Response Page: Updates on typhoon Pablo http://t.co/1FcttqwU #PabloPH,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Er? - RT @kazonozawa What #PabloPH? We workin out our own storm at the @rhipstop HQ! @awwwesam @andietahula @shotlo http://t.co/clmRQZjL,Eyewitness,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Imbis na may appointment ako dito sa Davao na cancel tuloy dahil kay Typhoon Pablo. Yes na lng at least we are safe. ;-D,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Keep Safe #Philippines against #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ABSCBNNews: #PabloPH Signal 3: Negros Oriental, S. Negros Occidental, Iloilo, Guimaras, Antique, N. Palawan, Calamian Grp of Is. | v ...",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Guys let's pray that Typhoon Pablo ay mawala na at tumigil na sa pamiminsala sa bansa naten...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @kuyakim_atienza: in pagasa live for tv patrol update for typhoon pablo. Patuloy sa pag iingat visayas at Mindanao tweeps http://t.co ...,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Beginning to feel #PabloPH here,Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Would anybody have any idea if the roads to new bataan is already passable? #PabloPH,Outsiders,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,The wind is getting stronger + now I can hear rain. #PabloPH Help us Lordddd :(,Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @ANCALERTS: PAGASA: Typhoon Pablo expected to be out of PH area of responsibility by Friday afternoon #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Photo: taken by @atchieescobido a while ago at Marcos Bridge.. #PabloPH #TyphoonBopha #Pablo #Bopha... http://t.co/jwDNhC05,Eyewitness,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @DesiiGarcia16: De cafetito cn @ISaaraBen # keles # dilsa #Joaquín #Pablo y #juancarlos,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,RT @gmanews: Gov. Gwen Garcia (@gwengarcia1ph): announcement of #walangpasok in CEBU CITY shall be made by Mayor Michael Rama in an hour ...,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @carmensoo: Prayers for everyone in the path of Typhoon Pablo,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @carmensoo: Prayers for everyone in the path of Typhoon Pablo,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,#News #feed Google provides support in the Philippines with crisis response map for Typhoon Pablo http://t.co/StjJB1Z0  #feed,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Atleast we are more prepared for #PabloPH And he will be leaving faster HOPEFULLY. #intimeslikethesewepray,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @gmanews: PAGASA: At 6PM, the eye of Typhoon #PabloPH was located at 30km Southwest of Dumaguete City (9.2°N 123.0°E). http://t.co/Sg ...",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @krizzy_kalerQUI: binayo ni Pablo. binabayo ni Pablo. babayuhin ni Pablo. #WordOfTheDay #BINABAYO #PabloPH @TVPatrol @24_Oras,Outsiders,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 06:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located @30km Southwest of Dumaguete City (9.2°N 123.0°E). http: ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Xavier University calls for volunteers to man the evacuation centers at XU main, Manresa and Peublo Campuses. #PabloPH #CDO",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @thecrusaderpub: No classes and office at Xavier University (XU) at all Levels tomorrow, December 5, 2012. #PabloPH #CDO",NGOs,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @krizzy_kalerQUI: binayo ni Pablo. binabayo ni Pablo. babayuhin ni Pablo. #WordOfTheDay #BINABAYO #PabloPH @TVPatrol @24_Oras,Media,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha smashes into Philippines - Yahoo! News Maktoob http://t.co/fYrAlKep via @Yahoo_News_ME,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Typhoon Pablo heads for the Visayas, 12 areas under Signal 3: After plowing through Mindanao earlier in the day,... http://t.co/eBiIzer0",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,@iamsuperbianca. Oke na po..dito .humina nah ang #pablo hopefully po hindi nah bumalik...,Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @iamsuperbianca: kamusta kayo diyan sa visayas at mindanao? stay safe. we are praying for you. use hashtags #reliefPH #rescuePH if ne ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @WagTanga: Pray for the Philippines especially in Visayas and Mindanao. Keep safe everyone! #PabloPh,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Gbre! Ramdam na namin hagupit ng super typhoon... Lord, have mercy on us! #PabloPH",Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 07:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located @40km West of Dumaguete City (9.3°N 122.9°E).",Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Sa mga sinasalanta ng bagyo ngayon magdasal lang po tayo...yngatz sa lahat! #PabloPH #24Oras,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,The current situation with Typhoon Pablo http://t.co/Y3E19EgP,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,What's up Dumaguete?! Ang lakas ng hangin noh? Leche tong si #PabloPH,Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#reliefPH #rescuePH #PabloPH RT @asl012712 please send help to our kababayans at Boston, Davao Oriental. They badly need help.",Eyewitness,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 06:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located @30km Southwest of Dumaguete City (9.2°N 123.0°E). http: ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,lovin the cold weather ;) #typhoonpablo http://t.co/Ybzwrd2F,Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"#CDO ist für Dich ein alter Hut, oder? http://t.co/sTg0pm3m @Felicea",Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,Let's pray for the safety of our kababayans in Mindanao and Visayas. #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @showtimefamily: Typhoon Pablo is now in the Philippine area of responsibility! Keep safe everyone specially in the Visayas and Mindanao!,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Typhoon Bopha hits Philippines, killing 27 people and destroying homes: An intense typhoon thumped into the sout... http://t.co/FKC65VyW",Media,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.76E+17,"RT @ANCALERTS: ComVal Gov. Uy: Ang unang balita, may biglang isang malaking bugso ng tubig galing sa bundok na di nila inasahan #PabloPH",Media,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @Msjacuy Bridge in Bulao got destroyed. Water rose up, now entering Westfield Subdivision. :( Good Lord, pls keep Iponan safe. #PabloPH",Eyewitness,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @JojoMalig: Army confirms 43 dead, 23 injured in ComVal flashflood. The dead include soldiers. #PabloPH",Eyewitness,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.76E+17,"RT @Felicea: MUHAHAHAHA! RT @balu: #CDO ist für Dich ein alter Hut, oder? http://t.co/ZxQ1tDEQ @Felicea",Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,Let us pray for our kababayans who are gettin hit by typhoon Pablo. 🙏😔,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"“@ABSCBNNews: #PabloPH update from Caraga - 1 dead in Bislig, 2 in Lingig and 5 in Trento - RP38 Noel Alamar |via @DZMMTeleRadyo”",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU ,,,,,,
2.76E+17,Rain Of Typhoon Pablo Arrived At Dawn: Around 5 AM I woke up at the sound of rain. I can hear the raindrops and wind.  http://t.co/4qrnKrFf,Eyewitness,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Signal # 1 Biliran, Surigao del Norte, Surigao del Sur, Siargao, Dinagat #PabloPH",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Share to us your photo and or story of typhoon Pablo. Post it here.,Outsiders,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @RT_com: 33 killed, 56,000 evacuated as typhoon Bopha hits southern Philippines http://t.co/7LItJTc5",Media,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.76E+17,"RT @gmanews: Posible pang magkaroon ng ikatlong landfall si #PabloPH. Ayon sa datos ng Weather Central, sa Palawan naman ito tatama buka ...",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,~nalusaw ata si #PabloPH -- sana hindi na lang na postpone ang GA. :( clear na sa Thursday!,Eyewitness,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,@HenriYoung pablo is the current name of the typhoon here in the Phils. Haha Just sayin' :) Take care :),Outsiders,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
